title,body,tags,score
Why is LINQ to SQL entity association creating a new (duplicate) row when inserting a new record?,"<p>I am trying to insert a new entity using LINQ-to-SQL, and entity is associated with a User entity. The insert of the new entity is successful, but my existing User entity gets inserted as if it were a new User. The code looks something like the following:</p>

<pre><code>var someEntity = new Entity();
someEntity.User = this.User;
dataContextInstance.SomeEntities.InsertOnSubmit(someEntity);
dataContextInstance.SubmitChanges();
</code></pre>

<p>Does anyone know why the user is being inserted as a brand new entity into the Users table? It would seem that the User.UserId would become the foreign key value in the UserId column of the row mapped to the someEntity that is being inserted.</p>

<p>Thanks for any help/suggestions/comments</p>
",<c#><.net><asp.net><linq><linq-to-sql>,6
Alternative to Java3D,"<p>Colleagues of mine are using Java3D for visualizing results of finite element simulations. The problem is that Java3D seems to be somehow dead, and it is a pain on OSX. This is one of the reasons we are looking for alternatives.
Quite a lot of work has gone into our current implementation based on Java3D, so the question is how much effort it would be to move away from Java3D.
JOGL is one option, but looks like a lot of work.</p>

<p>Has anyone suggestions for alternatives? Any experiences with such a migration?</p>
",<java><3d><visualization><jogl><java-3d>,13
Save Windows Form Size,"<p>I'm developing a piece in VB.NET.  Inside my primary form, I'm creating a new form to use as a dialog.  I was wondering if there was a way to, upon the close of the new dialog, save it's size settings for each user (probably in a file on their machine, through XML or something?)</p>
",<windows><vb.net><winforms><preferences><savestate>,7
C++ decimal data types,"<p>Is there a way to use decimal data types such as <code>decimal32</code>, <code>decimal64</code> or <code>decimal128</code>in my C++ programs?</p>
",<c++><types><floating-point><double><decimal>,43
Jackson deserialization on multiple types,"<p>I have an abstract class called <code>Instance</code> and then two implementations of that, <code>UserInstance</code> and <code>HardwareInstance</code>. The issue I am having is that when I call the rest endpoint for a <code>@POST</code> into the database, I ideally wanted it to be like <code>.../rest/soexample/instance/create</code> where the instance is passed to the REST endpoint. If <code>Instance</code> wasn't abstract with more than one implementation it would be fine, but since I have 2 I am getting a <code>Jackson.databind</code> error.</p>

<p><em>"" problem: abstract types either need to be mapped to concrete types, have custom deserializer, or be instantiated with additional type information""</em></p>

<p>After looking up a solution to this I found a SO answer that said I could use something like:</p>

<p><code>@JsonDeserialize(as=UserInstance.class)</code></p>

<p>But it seem's like that isonly useful if there is one implementation of the abstract class. Assuming I can't call it twice since there would be no way for it to decide which type of instance it would be.</p>

<p>So I am wondering what is the best way to handle this situation? Should I create different endpoints? Like:</p>

<p><code>.../rest/soexample/userinstance/create</code> &amp; <code>.../rest/soexample/hardwareinstance/create</code></p>

<p>I am not too sure as I am a noobie @ REST related things, though actively trying to learn. Thanks!</p>
",<java><json><rest><jackson><deserialization>,25
"""Error: Cannot find module 'metro-core'"" when starting an Expo project","<p>Whenever I start <a href=""https://docs.expo.dev/get-started/expo-go"" rel=""nofollow noreferrer"">Expo Go</a> with the <code>expo start</code> command, this error appears :</p>
<pre><code>Error: Cannot find module 'metro-core'
Require stack:
- /usr/local/lib/node_modules/expo/node_modules/@expo/cli/build/src/start/server/metro/instantiateMetro.js
- /usr/local/lib/node_modules/expo/node_modules/@expo/cli/build/src/start/server/metro/MetroBundlerDevServer.js
- /usr/local/lib/node_modules/expo/node_modules/@expo/cli/build/src/start/server/DevServerManager.js
- /usr/local/lib/node_modules/expo/node_modules/@expo/cli/build/src/start/startAsync.js
- /usr/local/lib/node_modules/expo/node_modules/@expo/cli/build/src/start/index.js
- /usr/local/lib/node_modules/expo/node_modules/@expo/cli/build/bin/cli
</code></pre>
<p>I have tried to reinstall metro-core, but with no effect.</p>
",<node.js><react-native><npm><expo><metro-bundler>,12
Indexing and syntax highlighting not working in Xcode when using a Makefile to build,"<p>I'm using Xcode for a C++ project that uses a Makefile to build. The problem is, that Xcode doesn't seem to index the source on the fly (or at all). I have no syntax highlighting, no live compile error warnings and I can't ""Jump to definition"", because I get a ""Symbol Not Found"" error.</p>

<p>Is it possible to get Xcode doing all these things when using Makefiles or will I have to add an additional C++ target?</p>
",<c++><xcode><makefile><clang><lldb>,5
Set default value for Postgres JSON column in Rails < 4,"<p>So I'm starting to use the Postgres JSON datatype, now that <a href=""http://www.postgresql.org/docs/9.3/static/functions-json.html"">there's a lot of fun stuff you can do with it</a>.
In one of my Rails apps which is not yet Rails 4 (where <a href=""https://speakerdeck.com/mattt/postgres-and-rails-4-nosql-in-your-sql-database"">support for Postgres JSON has been added</a>) I added a JSON column like this:</p>

<pre><code>create_table :foo do |t|
  t.column :bar, :json
end
</code></pre>

<p>but I can't figure out how to set a default value for the column.
I tried all variations like <code>{}</code>, <code>'{}'</code>, <code>'{}'::json</code>, <code>'[]'::json</code> etc. but I either get an error when the migration runs or it simply doesn't work, meaning the migration runs but, when I create a new <code>Foo</code>, <code>bar</code> is <code>nil</code>.</p>
",<ruby-on-rails><json><ruby-on-rails-3.2><rails-postgresql><pg>,17
Typescript Box produces a union type that is too complex to represent,"<p>Rendering a <code>Box</code> produces the following error:</p>
<blockquote>
<p>Expression produces a union type that is too complex to represent.ts(2590)</p>
</blockquote>
<p>As I can see <a href=""https://stackoverflow.com/questions/68692230/ts-expression-produces-a-union-type-that-is-too-complex-to-represent-with-materi"">here</a>, this is due to having both <code>@mui/material</code> and <code>@react-three/drei</code> &amp; <code>@react-three/fiber</code> installed.</p>
<p>What is the reasoning behind this error? I'm only importing the <code>Box</code> component from <code>mui</code>. Is there a type mixup or something? What would be the solution/workaround?</p>
<p>Steps to reproduce:</p>
<ol>
<li>Setup a cra app: <code>npx create-react-app my-app --template typescript</code></li>
<li>Add the following packages to your <code>package.json</code></li>
</ol>
<pre class=""lang-json prettyprint-override""><code>  &quot;dependencies&quot;: {
    &quot;@azure/msal-browser&quot;: &quot;^2.18.0&quot;,
    &quot;@azure/msal-react&quot;: &quot;^1.1.0&quot;,
    &quot;@emotion/react&quot;: &quot;^11.5.0&quot;,
    &quot;@emotion/styled&quot;: &quot;^11.3.0&quot;,
    &quot;@mui/icons-material&quot;: &quot;^5.0.4&quot;,
    &quot;@mui/lab&quot;: &quot;^5.0.0-alpha.51&quot;,
    &quot;@mui/material&quot;: &quot;^5.0.4&quot;,
    &quot;@mui/system&quot;: &quot;^5.0.4&quot;,
    &quot;@react-three/drei&quot;: &quot;^7.16.8&quot;,
    &quot;@react-three/fiber&quot;: &quot;^7.0.17&quot;,
    &quot;axios&quot;: &quot;^0.23.0&quot;,
    &quot;dotenv&quot;: &quot;^10.0.0&quot;,
    &quot;localforage&quot;: &quot;^1.10.0&quot;,
    &quot;react&quot;: &quot;^17.0.2&quot;,
    &quot;react-dom&quot;: &quot;^17.0.2&quot;,
    &quot;react-router&quot;: &quot;^5.2.1&quot;,
    &quot;react-router-dom&quot;: &quot;^5.3.0&quot;,
    &quot;react-scripts&quot;: &quot;4.0.3&quot;,
    &quot;three&quot;: &quot;^0.133.1&quot;,
    &quot;three-stdlib&quot;: &quot;^2.5.4&quot;,
    &quot;web-vitals&quot;: &quot;^1.1.2&quot;,
    &quot;zustand&quot;: &quot;^3.5.14&quot;
  },
  &quot;devDependencies&quot;: {
    &quot;@testing-library/jest-dom&quot;: &quot;^5.14.1&quot;,
    &quot;@testing-library/react&quot;: &quot;^11.2.7&quot;,
    &quot;@testing-library/user-event&quot;: &quot;^12.8.3&quot;,
    &quot;@types/jest&quot;: &quot;^26.0.24&quot;,
    &quot;@types/node&quot;: &quot;^12.20.33&quot;,
    &quot;@types/react&quot;: &quot;^17.0.30&quot;,
    &quot;@types/react-dom&quot;: &quot;^17.0.9&quot;,
    &quot;@types/react-router-dom&quot;: &quot;^5.3.1&quot;,
    &quot;@types/three&quot;: &quot;^0.133.1&quot;,
    &quot;@typescript-eslint/eslint-plugin&quot;: &quot;^4.29.3&quot;,
    &quot;@typescript-eslint/parser&quot;: &quot;^4.29.3&quot;,
    &quot;cross-env&quot;: &quot;^7.0.3&quot;,
    &quot;eslint-config-airbnb&quot;: &quot;^18.2.1&quot;,
    &quot;eslint-config-airbnb-typescript&quot;: &quot;^14.0.1&quot;,
    &quot;eslint-config-prettier&quot;: &quot;^8.3.0&quot;,
    &quot;eslint-plugin-import&quot;: &quot;^2.25.2&quot;,
    &quot;eslint-plugin-jsx-a11y&quot;: &quot;^6.4.1&quot;,
    &quot;eslint-plugin-react&quot;: &quot;^7.26.1&quot;,
    &quot;eslint-plugin-react-hooks&quot;: &quot;^4.2.0&quot;,
    &quot;jest-when&quot;: &quot;^3.4.1&quot;,
    &quot;rimraf&quot;: &quot;^3.0.2&quot;,
    &quot;typescript&quot;: &quot;^4.4.4&quot;
  },
</code></pre>
<ol start=""3"">
<li>Run <code>npm install</code></li>
<li>Make sure you're running on <code>Typescript v4.4.4</code></li>
<li>Add the following component to your <code>src</code>. I name it <code>ThreeRenderer.tsx</code>:</li>
</ol>
<pre class=""lang-js prettyprint-override""><code>import { Html, OrbitControls, PerspectiveCamera, useGLTF, useProgress } from '@react-three/drei';
import { Canvas, useFrame } from '@react-three/fiber';
import { FC, Suspense, useEffect, useRef, useState } from 'react';
import { AnimationAction, AnimationMixer } from 'three';
import { GLTF, GLTFLoader } from 'three-stdlib';
import create from 'zustand';
import { devtools } from 'zustand/middleware';

export const useGLTFModel = create&lt;{ readonly model: () =&gt; GLTF | undefined }&gt;(
  // eslint-disable-next-line @typescript-eslint/no-unused-vars
  devtools((set) =&gt; ({
    model: () =&gt; undefined
  }))
);

export const useGLTFAnimationAction = create&lt;{ readonly animationAction: () =&gt; AnimationAction[] | undefined }&gt;(
  // eslint-disable-next-line @typescript-eslint/no-unused-vars
  devtools((set) =&gt; ({
    animationAction: () =&gt; undefined
  }))
);

interface ModelProps {
  readonly gltfPath: string;
  readonly onLoad: () =&gt; void;
}

const Model: FC&lt;ModelProps&gt; = ({ gltfPath, onLoad }) =&gt; {
  const model = useGLTF(gltfPath, undefined, undefined, (loader: GLTFLoader) =&gt; {
    loader.manager.onLoad = onLoad;
  });

  // Refs
  const rootRef = useRef();
  const animationActionsRef = useRef&lt;AnimationAction[]&gt;();

  // Mixer
  const [mixer] = useState(() =&gt; new AnimationMixer(model.scene));
  useFrame((_state, delta) =&gt; mixer.update(delta));

  // Effects
  useEffect(() =&gt; {
    useGLTFModel.setState({ model: () =&gt; model });

    animationActionsRef.current = model.animations.map((animation) =&gt; mixer.clipAction(animation, rootRef.current));
    useGLTFAnimationAction.setState({ animationAction: () =&gt; animationActionsRef.current });

    return () =&gt; {
      model.animations.map((animation) =&gt; mixer.uncacheClip(animation));
    };
  }, [model, mixer]);

  return &lt;primitive ref={rootRef.current} object={model.scene} /&gt;;
};

const Progress = () =&gt; {
  const { progress } = useProgress();
  return (
    &lt;Html center&gt;
      &lt;span style={{ color: 'white' }}&gt;{progress}% loaded&lt;/span&gt;
    &lt;/Html&gt;
  );
};

const ThreeRenderer: FC&lt;ModelProps&gt; = ({ gltfPath, onLoad }): JSX.Element =&gt; {
  const cameraRef = useRef();

  return (
    &lt;Canvas&gt;
      &lt;PerspectiveCamera ref={cameraRef} position={[0, 5, 5]} /&gt;
      &lt;OrbitControls camera={cameraRef.current} /&gt;
      &lt;ambientLight intensity={0.5} /&gt;
      &lt;Suspense fallback={&lt;Progress /&gt;}&gt;
        {/* &lt;Environment preset=&quot;city&quot; /&gt; */}
        &lt;Model gltfPath={gltfPath} onLoad={onLoad} /&gt;
      &lt;/Suspense&gt;
    &lt;/Canvas&gt;
  );
};

export default ThreeRenderer;

</code></pre>
<ol start=""6"">
<li>Go to <code>App.tsx</code> and add a <code>Box</code> component from <code>@mui/material</code>.</li>
</ol>
<pre class=""lang-js prettyprint-override""><code>import React from 'react';
import logo from './logo.svg';
import './App.css';
import {Box} from '@mui/material';

function App() {
  return (
    &lt;div className=&quot;App&quot;&gt;
      &lt;header className=&quot;App-header&quot;&gt;
        &lt;img src={logo} className=&quot;App-logo&quot; alt=&quot;logo&quot; /&gt;
        &lt;p&gt;
          Edit &lt;code&gt;src/App.tsx&lt;/code&gt; and save to reload.
        &lt;/p&gt;
        &lt;a
          className=&quot;App-link&quot;
          href=&quot;https://reactjs.org&quot;
          target=&quot;_blank&quot;
          rel=&quot;noopener noreferrer&quot;
        &gt;
          Learn React
        &lt;/a&gt;
        &lt;Box&gt;

        &lt;/Box&gt;
      &lt;/header&gt;
    &lt;/div&gt;
  );
}

export default App;

</code></pre>
<ol start=""7"">
<li>You should see the error appear. What I see:
<a href=""https://i.stack.imgur.com/WyuPP.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/WyuPP.png"" alt=""enter image description here"" /></a></li>
</ol>
<p><strong>NOTE</strong>
Please try to reproduce this error locally in <code>VSCode</code> or your preferred editor. I did not manage to reproduce this on <code>codesandbox</code> for example. I don't know why there the issue does not appear. I suspect that's because they use a different typescript version.</p>
<p><strong>UPDATE</strong></p>
<p>I've opened issues on both MUI and react-three:</p>
<ul>
<li><a href=""https://github.com/pmndrs/react-three-fiber/discussions/1752#discussion-3635926"" rel=""noreferrer"">react-three-fiber</a></li>
<li><a href=""https://github.com/mui/material-ui/issues/29176#issue-1031045251"" rel=""noreferrer"">mui</a></li>
</ul>
",<reactjs><typescript><three.js><material-ui><react-typescript>,7
Customized error responses for ApiVersioning errors in webapi dotnet core,"<p>I am creating a package lib for all the errors in a Webapi service. This library will be used for providing custom responses for BadRequest, BadArgument, ApiVersionsing etc.. related errors. I need help in customizing Apiversion related errors for - ApiVersionUnspecified, UnsupportedApiVersion, InvalidApiVersion, AmbiguousApiVersion. I have follow this article to include api-versioning for my project - <a href=""https://www.hanselman.com/blog/ASPNETCoreRESTfulWebAPIVersioningMadeEasy.aspx"" rel=""noreferrer"">https://www.hanselman.com/blog/ASPNETCoreRESTfulWebAPIVersioningMadeEasy.aspx</a></p>

<p>I have checked the github wiki for the above package and found that ""Depending on the desired behavior, you can extend the DefaultErrorResponseProvider or you can implement your own IErrorResponseProvider from stratch.</p>

<p>To wire up an alternate error response behavior, replace the default provider with your own:""</p>

<pre><code>options =&gt; options.ErrorResponses = new MyErrorResponseProvider();
</code></pre>

<p>However; I am not quite getting how can I customize the default error responses in MyErrorResponseProvider class. Can somebody please provide me with any example so I can get started with this?</p>

<p>Thanks in advance!</p>
",<c#><error-handling><.net-core><custom-error-handling><api-versioning>,7
Get N'th line of multiple files in linux,"<p>The task I'm trying to accomplish is, I have this kind of files:</p>

<p>test1.csv test2.csv test3.csv etc...</p>

<p>And I want to get 3'rd line of every file. Right now, I can get 3'rd lines using awk, or sed like </p>

<p><code>echo |  awk 'FNR == 3 { print; exit }' test1.csv &gt;&gt; last_file.csv</code> or using sed or tail.</p>

<p>But when I try to do this on multiple files, It cannot get the lines. I want to do like this, </p>

<p><code>echo |  awk 'FNR == 3 { print; exit }' test*.csv &gt;&gt; last_file.csv</code></p>

<p>How can I achieve this?</p>

<p>Thank you.</p>
",<linux><csv><awk><sed><echo>,10
Github actions not working after npm start,"<p>I have a very simple config in order to run e2e tests with Cypress using Github Actions in a Nextjs app. When it reaches the <code>npm start</code> command, although it seems to work since it gives the correct output: <code>&gt; Ready on http://localhost:3000</code>, the step stays in pending state without ever advancing to the next step.</p>

<p>Any suggestions on how to fix this?</p>

<p>Following github actions config (<code>.github/workflows/nodejs.yml</code>):</p>

<pre><code>name: Node CI

on: [push]

jobs:
  build:

    runs-on: ubuntu-latest

    strategy:
      matrix:
        node-version: [8.x, 10.x, 12.x]

    steps:
    - uses: actions/checkout@v1
    - name: Use Node.js ${{ matrix.node-version }}
      uses: actions/setup-node@v1
      with:
        node-version: ${{ matrix.node-version }}
    - name: npm install, build, and test
      run: |
        npm ci
        npm run build --if-present
        npm start
        npx wait-on http://localhost:3000
      env:
        CI: true
    - name: Run Cypress
      run: |
        npx cypress run
      env:
        CI: true
</code></pre>
",<node.js><continuous-integration><next.js><cypress><github-actions>,6
NgRx: How to use services in meta-reducers?,"<p>I use a custom middleware (<a href=""https://ngrx.io/guide/store/metareducers"" rel=""noreferrer"">meta-reducer</a>) to print my <code>ngrx-store</code> each time an action is dipatched. I wrote my middleware directly inside <code>app.module.ts</code> (where else should I put it ?):</p>

<p><strong>app.module.ts</strong></p>

<pre class=""lang-js prettyprint-override""><code>// ...imports

// ...

// FIXME:
/**
 * console.log action and state(before action) each time an action is dipatched
 * @param reducer reducer
 */
export function debug(reducer: ActionReducer&lt;AppState, Actions&gt;): ActionReducer&lt;AppState, Actions&gt; {

    const logger = new LoggerService(); ////////////// ERROR \\\\\\\\\\\\\\

    return (state, action) =&gt; {

        logger.storeInfo('ACTION', action);
        logger.storeInfo('STATE', state);

        return reducer(state, action);
    };
}

export const metaReducers: MetaReducer&lt;any&gt;[] = [
    debug,
];

@NgModule({
    declarations: [AppComponent, LoggerServiceComponent],
    entryComponents: [],
    imports: [
        // ...
        StoreModule.forRoot(reducers, { metaReducers }),
        StoreRouterConnectingModule.forRoot(), // Connects RouterModule with StoreModule
    ],
    providers: [
       // ...
    ],
    bootstrap: [AppComponent],
})
export class AppModule {}
</code></pre>

<p>There is an error because my <code>LoggerService</code> has a store injected (because I want all my logs to be stored in <code>ngx-store</code>. <strong>But I can't access the store neither !</strong>. Furthermore, I'm sure that's not the good way of accessing the singleton instance of a service...</p>

<ul>
<li>Should I put my meta reducer inside a class, and then accessing the function of that class, but how do I do it ?</li>
<li>Is there a general method to access any service, like <code>SomeClass.getServiceInstance(type)</code> ?</li>
<li>Do you have other ideas on how to do it ?</li>
</ul>

<h1>[EDIT 1] - using <code>META_REDUCERS</code> (1st try - failing)</h1>

<p><strong>app.module.ts</strong></p>

<pre class=""lang-js prettyprint-override""><code>import { LoggerService } from './services/logger.service';
import { AppState, Actions } from './app.state';
import { StoreModule, MetaReducer, ActionReducer, META_REDUCERS } from '@ngrx/store';

/**
 * Injects a `LoggerService` inside a `MetaReducer`
 * @param logger a service that allows to log and store console.log() messages
 * @returns a `MetaReducer`
 */
function debugFactory(logger: LoggerService): MetaReducer&lt;AppState&gt; {
    return (reducer: ActionReducer&lt;AppState, Actions&gt;): ActionReducer&lt;AppState, Actions&gt; =&gt; {
        return (state, action) =&gt; {

           logger.storeInfo('ACTION', action);
           logger.storeInfo('STATE', state);

           return reducer(state, action);
        };
    };
}

/**
 * Injects a LoggerService inside the debug `MetaReducer` function
 * @param logger a service that allows to log and store console.log() messages
 * @returns A list of `MetaReducer`
 */
export function getMetaReducers(logger: LoggerService): MetaReducer&lt;AppState&gt;[] {
    return [debugFactory(logger)];
}

const reducers = {
    layout: layoutReducer,
    preferences: preferencesReducer,
    router: routerReducer,
    debug: debugReducer,
};

@NgModule({
    declarations: [AppComponent ],
    entryComponents: [],
    imports: [
        // ...
        StoreModule.forRoot(reducers),
        StoreRouterConnectingModule.forRoot(), // Connects RouterModule with StoreModule
    ],
    providers: [
        // ...
        {
            provide: META_REDUCERS,
            deps: [LoggerService],
            useFactory: getMetaReducers,
            multi: true,
        },
    ],
    bootstrap: [AppComponent],
})
export class AppModule {}
</code></pre>

<p>This should work, according to the document but I have the following error at runtime:</p>

<pre><code>TypeError: ""fn is not a function""
</code></pre>

<p>Corresponding to this function (in the njrx-store library):</p>

<pre class=""lang-js prettyprint-override""><code>/**
 * @param {...?} functions
 * @return {?}
 */
function compose(...functions) {
    return (/**
     * @param {?} arg
     * @return {?}
     */
    function (arg) {
        if (functions.length === 0) {
            return arg;
        }
        /** @type {?} */
        const last = functions[functions.length - 1];
        /** @type {?} */
        const rest = functions.slice(0, -1);
        return rest.reduceRight((/**
         * @param {?} composed
         * @param {?} fn
         * @return {?}
         */
        (composed, fn) =&gt; {
             return fn(composed) // &lt;----- HERE
        }), last(arg));
    });
}
</code></pre>

<p>In the debugger, it shows that the function array (<code>...functions</code>) contains some functions and one array, which I suspect is the result of the method <code>getMetaReducers</code>. I suspect either the example is wrong or there is a problem with the implementation of the <code>compose</code> method.</p>

<p>Tell me if you see any wrong things in my code.</p>

<h1>[EDIT 2] - using <code>USER_PROVIDED_META_REDUCERS</code> as mentioned in answer (2nd try - failing)</h1>

<p><strong>code that have been edited</strong></p>

<pre class=""lang-js prettyprint-override""><code>// OLD

    providers: [
        // ...
        {
            provide: META_REDUCERS,
            deps: [LoggerService],
            useFactory: getMetaReducers,
            multi: true,
        },
    ],

// NEW

    providers: [
        // ...
        {
            provide: USER_PROVIDED_META_REDUCERS,
            deps: [LoggerService],
            useFactory: getMetaReducers,
        },
    ],
</code></pre>

<p>It seems that my <code>LoggerService</code> is either not correctly passed nor initialized because I have now this error:</p>

<pre><code>core.js:9110 ERROR TypeError: Cannot read property 'storeInfo' of undefined
    at http://localhost:8102/main.js:636:20
    at http://localhost:8102/vendor.js:109798:20
    at computeNextEntry (http://localhost:8102/vendor.js:108628:21)
    at recomputeStates (http://localhost:8102/vendor.js:108681:15)
    at http://localhost:8102/vendor.js:109029:26
    at ScanSubscriber.StoreDevtools.liftedAction$.pipe.Object.state [as accumulator] (http://localhost:8102/vendor.js:109081:38)
    at ScanSubscriber._tryNext (http://localhost:8102/vendor.js:120261:27)
    at ScanSubscriber._next (http://localhost:8102/vendor.js:120254:25)
    at ScanSubscriber.next (http://localhost:8102/vendor.js:114391:18)
    at WithLatestFromSubscriber._next (http://localhost:8102/vendor.js:122330:34)
</code></pre>

<p>if I comment those lines:</p>

<pre class=""lang-js prettyprint-override""><code>        logger.storeInfo('ACTION', action);
        logger.storeInfo('STATE', state);
</code></pre>

<p>No exception will be thrown, but my logger won't work either.</p>

<p>But at least the store configures itself correcly, the problem now is just that the LoggerService is either not correctly passed nor initialized. I guess I'm still doing something wrong</p>
",<angular><ionic-framework><dependency-injection><ionic4><ngrx>,9
How to handle WM_ERASEBKGND to avoid flickering?,"<p>I have on a form some custom progress bars which are updated/refreshed twice per second and they are flickering. </p>

<pre><code>TMyProgressBar = class(TCustomControl)
</code></pre>

<p>I inherited the control from <code>TCustomControl</code>, because I needed <code>Handle</code> and some <code>TWinControl</code> events. The controls (up to 64 items) are created dynamically and put on a ScrollBox. When progress is updated I first call <code>InvalidateRect</code>.</p>

<p>All painting work (a set of rectangles, <code>DrawText</code>, etc - inspired from <a href=""https://stackoverflow.com/questions/7044125/delphi-draw-own-progress-bar-in-list-view"">here</a>) are performed in a memory DC and then <code>BitBlt</code>-ed on the control's DC. It is anyway flickering, it seems like component dis-appears and re-appears. IMHO it is caused by background erasing.</p>

<p>In <a href=""http://delphi.about.com/library/bluc/text/uc052102g.htm"" rel=""nofollow noreferrer"">this flickering-free drawing advice</a> it is written to handle <code>WM_ERASEBKGND</code> in the following way: </p>

<pre><code>type
  TMyProgressBar = class(TCustomControl)
    procedure WMEraseBkGnd(var Message:TMessage); message WM_ERASEBKGND;

procedure TMyProgressBar.WMEraseBkGnd(var Message: TMessage);
begin
  Message.Result := 1;
end;
</code></pre>

<p>But in another component, by TMS (<code>TAdvProgressBar</code>), <code>Result</code> is set to <code>0</code> for the same message.</p>

<p>Now <a href=""http://msdn.microsoft.com/en-us/library/windows/desktop/ms648055%28v=vs.85%29.aspx"" rel=""nofollow noreferrer"">the Windows documentation</a> states:</p>

<blockquote>
  <p>An application should return nonzero if it erases the background;
  otherwise, it should return zero.</p>
</blockquote>

<p>I tested both variants (Result = 0, 1), and to my surprise both avoid flickering.</p>

<p>So now, what do I have to put in my Delphi code? What is the correct way?</p>
",<delphi><winapi><delphi-7><gdi><flicker>,9
string.equals not working for me,"<p>This is the useful part of code:</p>

<pre><code>java.util.List&lt;Element&gt; elems = src.getAllElements();
Iterator it = elems.iterator();
Element el;
String key,value,date="""",place="""";
String [] data;
int k=0;
Segment content;
String contentstr;
String classname;

while(it.hasNext()){

    el = (Element)it.next();

    if(el.getName().equals(""span""))
    {

            classname=el.getAttributeValue(""class"");
        if(classname.equals(""edit_body""))
        {
            //java.util.List&lt;Element&gt; elemsinner = el.getChildElements();
            //Iterator itinner = elemsinner.iterator();


            content=el.getContent();

            contentstr=content.toString();


            if(true)
            {


                System.out.println(""Done!"");

                System.out.println(classname);

                System.out.println(contentstr);


            }
       }
    }

}
</code></pre>

<p>No output. But if I remove the <code>if(classname.equals(""edit_body""))</code> condition it does print (in one of the iterations):</p>

<pre><code>Done!
edit_body
&amp;quot;I honestly think it is better to be a failure at something you love than to be a success at something you hate.&amp;quot;
</code></pre>

<p>Can't get the bug part... help!</p>

<p>I am using an external java library BTW for html parsing.</p>

<p>BTW there are two errors at the start of the output, which is there in both the cases, with or without if condition.: </p>

<pre><code>Dec 20, 2012 11:53:11 AM net.htmlparser.jericho.LoggerProviderJava$JavaLogger error SEVERE: EndTag br at (r1992,c60,p94048) not recognised as type '/normal' because its name and closing delimiter are separated by characters other than white space 

Dec 20, 2012 11:53:11 AM net.htmlparser.jericho.LoggerProviderJava$JavaLogger error SEVERE: Encountered possible EndTag at (r1992,c60,p94048) whose content does not match a registered EndTagType 
</code></pre>

<p>Hope that wont cause the error</p>

<p>Ok guys, Somebody explain me please! ""edit_body"".equals(el.getAttributeValue(""class"")) worked!!</p>
",<java><html><string><parsing><compare>,6
Using CGImageProperties to get EXIF properties,"<p>I want to be able to add a text comment to the metadata of a JPEG and be able to read it back from within an iphone app.</p>

<p>I thought this would be fairly simple as ios4 contains support for EXIF info. So I added metadata using a Windows tool called used AnalogExif and read it back from my app using:</p>

<pre><code>NSData *jpeg = UIImageJPEGRepresentation(myUIImage,1.0);

CGImageSourceRef  source = CGImageSourceCreateWithData((CFDataRef)jpeg, NULL);
NSDictionary *metadata = (NSDictionary *) CGImageSourceCopyPropertiesAtIndex(source,0,NULL);

NSMutableDictionary *metadataAsMutable = [[metadata mutableCopy]autorelease];
[metadata release];

NSMutableDictionary *EXIFDictionary = [[[metadataAsMutable objectForKey:(NSString *)kCGImagePropertyExifDictionary]
</code></pre>

<p>And that works...to a point :)</p>

<p>What I get back in the metadata dictionary is something like:</p>

<pre><code>(gdb) po metadata
{
   ColorModel = RGB;
   Depth = 8;
   Orientation = 1;
   PixelHeight = 390;
   PixelWidth = 380;
   ""{Exif}"" =     {
      ColorSpace = 1;
      PixelXDimension = 380;
      PixelYDimension = 390;
   };
   ""{JFIF}"" =     {
      DensityUnit = 0;
      JFIFVersion = (
        1,
        1
      );
      XDensity = 1;
      YDensity = 1;
   };
   ""{TIFF}"" =     {
      Orientation = 1;
   };
}
</code></pre>

<p>But thats all I can get! I've edited the JPEG file with every EXIF editor I can find (mostly PC ones I should say) and although they all say I have added JPEG comments and EXIF captions and keywords, none of that info seems to be available from the Apple SDK in my app.</p>

<p>Has anyone managed to set a text field in the metadata of a jpeg and manage to read it back from an iphone app?</p>

<p>I didn't want to use a third party library if at all possible</p>

<p>many thanks in advance</p>
",<xcode><uiimage><exif><iptc><cgimagesource>,5
How do I enable/disable hotspot or tethering mode programmatically on Android?,"<p>I see many references on Android's website to <a href=""https://developer.android.com/guide/topics/connectivity/localonlyhotspot"" rel=""noreferrer"">local Only Hotspot</a></p>
<p>However I need to manage the cellular hotspot programmatically from a background service as I can do manually from the pulldown menu.</p>
<p>This used to be done like:</p>
<pre><code>method = wifiManager.getClass().getDeclaredMethod(&quot;setWifiApEnabled&quot;, WifiConfiguration.class, Boolean.TYPE);
method.invoke(wifiManager, wifiConfiguration, activated);
</code></pre>
<p>However this feature has been deprecated.</p>
<p>My wireless provider (AT&amp;T) is trying to charge me differently based on what device is connected and how. The network should be agnostic to devices and just transport my packets to their destination. I hope this is not related, but I am worried we our losing control over our devices.</p>
<p>Does Android really not provide simple API calls for managing the hotspot?</p>
",<java><android><android-wifi><wifimanager><android-developer-api>,5
Ignore pattern for eclipse workspace,"<p>Do you have a good ignore pattern for svn, git, etc. that handles an eclipse workspace? I want to version handle all projects in the workspace. It has to ignore all the eclipse configuration, compiled files, and output folders.</p>
",<eclipse><svn><language-agnostic><version-control><development-environment>,8
