title_lemmatized,body_lemmatized,tags_transformed
['jquery widget has no method extend'],"['im working on a wordpress site which contains a number of jquery and jquery uidependent plugins', 'everything seemed to be working fine but when we moved over the entire site to the new domain name i started seeing the following error in the chrome console uncaught typeerror object function bcdvar ebsplit0fbbsplit1febddccawidgetaexprffunctioncreturn', 'adatacbaeaeaebfunctionabargumentslengththiscreatewidgetabvar gnew cgoptionsaextend0goptionsaebprototypeaextend0gnamespaceewidgetnamebwidgeteventprefixaebprototypewidgeteventprefixbwidgetbaseclassfdawidgetbridgebaeb has no method extend here is the line in jquery ui 193 that seems to be causing this thisoptions widgetextend thisoptions thisgetcreateoptions options i cant seem to get past this at all no matter what i tried to do', 'im using the proper method or so ive read to add scripts by using wpenqueuescript and setting jquery as a dependency of jqueryui and looking at the html jquery is indeed loading before jquery ui', 'if anyone has any idea of what might be happening i would really appreciate it this is driving me nuts']","javascript,jquery,wordpress,jquery-ui,typeerror"
['how to unit test promise catch method behavior with asyncawait in jest'],"['say i have this simple react component class greeting extends reactcomponent constructor fetch thenresponse return responsetext thenname thissetstate name name catch thissetstate name unknown render return h1hello thisstatenameh1 given the answers below and bit more of research on the subject ive come up with this final solution to test the resolve case testonlygreeting name is john doe async const fetchpromise promiseresolve text promiseresolvejohn doe globalfetch fetchpromise const app await shallowapplication expectappstatenametoequaljohn doe which is working fine', 'my problem is now testing the catch case', 'the following didnt work as i expected it to work testonlygreeting name is john doe async const fetchpromise promiserejectundefined globalfetch fetchpromise const app await shallowapplication expectappstatenametoequalunknown the assertion fails name is empty expectreceivedtoequalexpected expected value to equal unknown received at testscomponentsapplicationspectsx5153 at processtickcallback internalprocessnexttickjs1037 what am i missing']","reactjs,unit-testing,async-await,jestjs,es6-promise"
['aspnet aspxerrorpath in url'],"['i have a site where i use customerrors in the webconfig to specify a custom error page and thats working just fine', 'the custom 404 page is also specified in the iis configuration because if its not i dont get my custom 404 page', 'but i have some logic that kicks in if a user gets a 404 that looks at their requested url and make a navigation suggestion if appropriate', 'this logic relies on the aspxerrorpath value', 'on my development pc the aspxerrorpath is correctly appended to the url like so but on my test site theres no aspxerrorpath appended to the url so all of my custom logic is bypassed and my suggestions dont work', 'im not sure if this is an iis config issue or something else', 'the web server is windows server 2008 with iis 7 any thoughts', 'many thanks']",".net,asp.net,iis,.net-3.5,iis-7"
['is there an upside down caret character'],"['i have to maintain a large number of classic asp pages many of which have tabular data with no sort capabilities at all', 'whatever order the original developer used in the database query is what youre stuck with', 'i want to to tack on some basic sorting to a bunch of these pages and im doing it all client side with javascript', 'i already have the basic script done to sort a given table on a given column in a given direction and it works well as long as the table is limited by certain conventions we follow here', 'what i want to do for the ui is just indicate sort direction with the caret character and what', 'is there a special character that is the direct opposite of a caret', 'the letter v wont quite cut it', 'alternatively is there another character pairing i can use']","html,sorting,user-interface,character-encoding,character"
['android studio layout previews for listview gridview'],"['is there a way to get android studios layout preview screen to populate a gridview or listview with placeholder views of the actual runtime layout', 'in other words i dont want to see a grid of item 1 sub item 1 views i want to be able to set layoutfoo somewhere and have it show up in there']","android,android-layout,listview,gridview,android-studio"
['run php function on button click'],"['i want to run a php function on button click', 'for eg input typebutton nametest idtest valuerun onclickphp echo testfun br php function testfun echo your test function on button click is working my question is that when i do this i dont get the expected output i was looking for', 'please give me the best solution for this to run a php function on button click whether it is a simple button or submit']","php,function,button,onclick,submit-button"
['cant truncate table befor seeding'],['i want to truncate my user table befor seedi do like this databaseseederphp php use illuminatedatabaseseeder use illuminatesupportfacadesdb class databaseseeder extends seeder public function run appusertruncate factoryappuserclass1create then run php artisan dbseed and have error in connectionphp line 664 sqlstate42000 syntax error or access violation 1701 cannot truncate a table referenced in a foreign key constra int mrmusicerdislikes constraint dislikesuseridforeign foreign key userid references mrmusicer users id sql truncate users in connectionphp line 458 sqlstate42000 syntax error or access violation 1701 cannot truncate a table referenced in a foreign key constra int mrmusicerdislikes constraint dislikesuseridforeign foreign key userid references mrmusicer users id i want to now why i cant truncate my user table'],"php,laravel,laravel-5,eloquent,lumen"
['how can i solve importerror using the trainer with pytorch requires accelerate0201 when using huggingfaces trainarguments'],['im using the transformers library in google colab and when i am using trainingarguments from transformers library im getting import error with this code from transformers import trainingarguments trainingargs trainingarguments outputdir contentourmodel learningrate2e5 perdevicetrainbatchsize 64 perdeviceevalbatchsize 16 numtrainepochs 2 weightdecay 001 evaluationstrategy epoch savestrategy epoch loadbestmodelatend true pushtohub false this is the error im getting ipythoninput280518ea5ff407 in cell line 2 1 from transformers import trainingarguments 2 trainingargs trainingarguments 3 outputdir contentourmodel 4 learningrate2e5 5 perdevicetrainbatchsize 64 4 frames usrlocallibpython310distpackagestransformerstrainingargspy in setupdevicesself 1670 if not issagemakermpenabled 1671 if not isaccelerateavailableminversion0201 1672 raise importerror 1673 using the trainer with pytorch requires accelerate0201 please run pip install transformerstorch or pip install accelerate u 1674 importerror using the trainer with pytorch requires accelerate0201 please run pip install transformerstorch or pip install accelerate u i already tried pip install for 0201 version of accelerate and pip install transformerstorch and both didnt worked'],"python,nlp,importerror,huggingface-transformers,huggingface"
['breakpointinduced interactive debugging of python with ipython'],"['say i have an ipython session from which i call some script run myscriptpy is there a way to induce a breakpoint in myscriptpy from which i can inspect my workspace from ipython', 'i remember reading that in previous versions of ipython one could do from ipythondebugger import tracer def myfunction x 5 tracer print 5 but the submodule debugger does not seem to be available anymore', 'assuming that i have an ipython session open already how can i stop my program a location of my choice and inspect my workspace with ipython', 'in general i would prefer solutions that do not require me to prespecify line numbers since i would like to possibly have more than one such call to tracer above and not have to keep track of the line numbers where they are']","python,debugging,ipython,breakpoints,ipdb"
['admob mediation android and ios how to force a network to test it'],"['i am implementing admob mediation with several third party networks', 'i would like to test that the mediation with each of these networks is well implemented ads well displayed', 'i would like to force the display of an ad from a defined network to test its implementation and then switch quickly to another network', 'one way to do that should be to change the bids in the admob mediation interface', 'for example put 100 on the network i want to test and 01 on the other ones', 'but the problem is it seems that there is some delay before the changes are taken into account and even after a long delay it seems that i do not have 100 of ads from the network at 100', 'how can i force a network any test mode ', 'in a manner that i will have immediately ads from this networks on 100 of the requests ', 'it could be test ads from this network', 'thanks ']","android,ios,admob,mopub,inmobi"
['logic first wcf security later'],"['im working on a wcf service that will be communicating over nettcp to n instances of a client app that is being developed by another programmer in my office', 'at the moment i am using nettcp without any security as i felt setting this up at this stage wasnt necessary at least not until we are closer to rolling out', 'during the development of a wcf application is there any harm in using a standard binding nettcp in my case without security then once the business logic has been completed implement all the security requirements', 'are there any things i need to be aware of that may not function after the implementation of security']","c#,xml,wcf,security,wcf-binding"
['configure sql server connection pool on tomcat'],"['ive been trying to configure a connection pool for a sql server 2012 database', 'i currently have informix and oracle pools configured and working only sql server is giving me a headache', 'this is how my resource on contextxml looks so far resource namejdbcsqlserv authcontainer factoryorgapachetomcatdbcpdbcpbasicdatasourcefactory driverclasscommicrosoftsqlserverjdbcsqlserverdriver typejavaxsqldatasource maxactive50 maxidle10 maxwait15000 usernameusername passwordpassword urljdbcsqlserver1270011433databasenamesqldb removeabandonedtrue removeabandonedtimeout30 logabandonedtrue thats using sqljdbc4 driver of course', 'we already tried using jtds130 with the driverclassnetsourceforgejtdsjdbcdriver but no go', 'all the resourcerefs are also being correctly configured', 'whenever i try to create a new connection using that resource it fails', 'for comparisons sake heres how our informix and oracle resources look like resource namejdbcinfmx authcontainer typejavaxsqldatasource factoryorgapachetomcatdbcpdbcpbasicdatasourcefactory maxactive50 maxidle10 maxwait15000 usernameusername passwordpassword driverclassnamecominformixjdbcifxdriver urljdbcinformixsqlilocalhost30091infmxinformixserverolinfmxsoc removeabandonedtrue removeabandonedtimeout30 logabandonedtrue resource namejdbcorcl authcontainer typeoraclejdbcpooloracledatasource driverclassnameoraclejdbcdriveroracledriver factoryoraclejdbcpooloracledatasourcefactory urljdbcoraclethin1270011521orcl userusername passwordpassword maxactive50 maxidle10 maxwait15000 so my question is how can i correctly configure a connection pool for sql server 2012 on my tomcat context', 'ive searched high and low attempted everything ive found but nothing worked', 'thanks in advance', 'edit heres the stack trace edit2 it seems the problem is that tomcat cant find the driver on his lib folder', 'were pretty sure its there but we dont know to be sure of that', 'this happens with both sqljdbc4 and jtds130', 'were following every guideline we can find but the problem persists']","java,sql-server,tomcat,tomcat7,connection-pooling"
['get query missing implementing graphql using apollo on an express server'],"['im following the tutorial here implementing graphql using apollo on an express server and im getting the error get query missing in the browser at first i typed all the code myself', 'when i encountered the error i downloaded the code from github kimobriangraphqlexpress an express server implemented using graphql to eliminate the possibility that i had made a mistake', 'however im still getting the same error', 'i presume it is better to provide the link to the repo rather than paste the code here because im using the same code from the repo', 'also i am not sure which file might contain the problem', ' npm start tutorialserver100 start kimobriangraphqlexpressgit nodemon serverjs exec babelnode e js nodemon 1189 nodemon to restart at any time enter rs nodemon watching ', ' nodemon starting babelnode serverjs graphql server is now running on the error is get query missing in the browser at its the same in firefox and chromium', 'update the only question i find with relevant information is here nodejs with graphql', 'the suggested solution is serverusegraphiql graphiqlexpress endpointurl graphql however thats exactly the code i have already from the tutorial', 'here is my entire serverjs import express from express import cors from cors import graphqlexpress graphiqlexpress from graphqlserverexpress import bodyparser from bodyparser import schema from srcschema const port 7700 const server express serveruse cors origin serverusegraphql bodyparserjson graphqlexpress schema serverusegraphiql graphiqlexpress endpointurl graphql serverlistenport consoleloggraphql server is now running on ']","node.js,express,graphql,apollo,apollo-server"
['how to handle the import hell in react'],"['im running my react app via node', 'is there a way to easily handle this import hell', 'im running nodemodulesbinbabelnode presets reactes2015 serverserverjs as npm start', 'and serverjs is a simple express server that serves a reactdomserverrendertostringmyapp some of my react components have something like this import generictemplate from templatesgenerictemplategenerictemplate import footer from organismsfooterfooter import header from organismsheaderheader import hero from organismsherohero import mainmenu from organismsmainmenumainmenu import todolist from organismstodolisttodolist this is prone to error one changement like directory name would result in manually entering every file to update this', 'do you have any idea how i can fix this', 'ideally i would have something like this import footer header hero mainmenu todolist from mycomponents is that possible', 'thank you']","javascript,node.js,reactjs,import,require"
['how to debug a dll project using qtcreator'],"['i have written a nonqt c dll compiled with mingw using the qtcreator ide', 'when i inject the dll into a process the dll causes that process to crash at a certain line of code', 'i found this line to be the culprit through the use of outputdebugstring', 'i know how to fix the line and the dll works when that line is modified', 'however for the purpose of learning how to use a debugger i have left the line broken and unmodified', 'how would i use the qtcreator debugger to find that same exact line is causing the problem', 'when qtcreator is set to compile in debug mode pressing f5 results in the following dialog because there is no exe']","c++,c,qt,dll,qt-creator"
['is identical to as per the cc standard'],['int main char str1 toms cat char str2 toms cat the code can be compiled with vs 2015 i just wonder are both of the two ways compliant to the c andor the c standard'],"c++,c,escaping,standards,language-specifications"
['error on sending atcwjapdef commands to esp8266'],"['i am trying to send at commands to esp8266 to get connected with internet with the wifi', 'when i am sending at and atrst command on serial monitor then i am getting ok and ready response which seems perfect', 'then i am sending atcwlap to get list of available wifi networks which is also executing correctly', 'atcwlap cwlap3moto42a470d67afa6c1250 cwlap4pranjal951ca5323df5c41160 cwlap2vihan94c83a352f1d811210 cwlap3tenda93c83a3520a9b1940 ok then i sent atcwmode', 'which is also perfect', 'atcwmode', 'cwmode1 ok now i am trying to connect esp8266 with above listed wifi with this command it is sending an error on serial monitor', 'atcwjapdefmotoreset1234 error iremotoreset1234 error can anyone suggest me what could be the reason of this issue ', 'include softwareserialh softwareserial esp82662 3 rx tx void setup serialbegin9600 serial port used for debugging esp8266begin9600 your esps baud rate might be different void loop ifesp8266available check if the esp is sending a message whileesp8266available char c esp8266read read the next character', 'serialwritec writes data to the serial monitor ifserialavailable delay10 wait to let all the input command in the serial buffer read the input command in a string string cmd whileserialavailable cmd charserialread send to the esp8266 esp8266printlncmd ']","arduino,arduino-uno,at-command,esp8266,arduino-esp8266"
['xmpp4r unable to retrieve offline messages'],"['i am trying to get openfire multi user group chat history using ruby xmpp4r library with openfire server', 'i am able to frame the request but i am not getting the server reply', 'below is the discovery request iqr iqnewgetexamplecom iqraddnamespace clientsendiqr and this is the request that is framed iq toexamplecom typeget xmlns but i am not getting a server reply', 'i followed xep0160 and xep0013', 'what am i missing here', 'does openfire provide room chat history', 'is there an api for that', 'any help is deeply appreciated', 'and i dont understand openfire much so any information on it is very much appreciated']","ruby-on-rails,ruby,xmpp,openfire,xmpp4r"
['why does this grpc call from the google secret manager api hang when run by apache'],"['in short i have a django application being served up by apache on a google compute engine vm', 'i want to access a secret from google secret manager in my python code when the django app is initialising', 'when i do python managepy runserver the secret is successfully retrieved', 'however when i get apache to run my application it hangs when it sends a request to the secret manager', 'too much detail i followed the answer to this question gcp vm instance is not able to access secrets from secret manager despite of appropriate roles', 'i have created a service account not the default and have given it the cloudplatform scope', 'i also gave it the secret manager admin role in the web console', 'after initially running into trouble i downloaded the a json key for the service account from the web console and set the googleapplicationcredentials envvar to point to it', 'when i run the django server directly on the vm everything works fine', 'when i let apache run the application i can see from the logs that the service account credential json is loaded successfully', 'however when i make my first api call via googlecloudsecretmanagersecretmanagerserviceclientlistsecretversions the application hangs', 'i dont even get a 500 error in my browser just an eternal loading icon', 'i traced the execution as far as grpcchannelunaryunarymulticallableblocking line 926 call selfchannelsegregatedcall it never gets past that line', 'i couldnt figure out where that call goes so i couldnt inspect it any further than that', 'thoughts i dont understand gcp service accounts api access very well', 'i cant understand why this difference is occurring between the django dev server and apache given that theyre both using the same service account credentials from json', 'im also surprised that the application just hangs in the google library rather than throwing an exception', 'theres even a timeout option when sending a request but changing this doesnt make any difference', 'i wonder if its somehow related to the fact that im running the django server under my own account but apache is using whatever user account it uses', 'update i tried changing the usergroup that apache runs as to match my own', 'no change', 'i enabled logging for grpc itself', 'there is a clear difference between when i run with apache vs the django dev server', 'on django securechannelcreatecc178 grpcsecurechannelcreatecreds0x17cfda0 targetsecretmanagergoogleapiscom443 args0x7fe254620f20 reservednil initcc167 grpcinitvoid clientchannelcc1099 chand0x2299b88 creating clientchannel for channel stack 0x2299b18 timermanagercc188 sleep for a 1001 milliseconds clientchannelcc1879 chand0x2299b88 calld0x229e440 created call callcc1980 grpccallstartbatchcall0x229daa0 ops0x20cfe70 nops6 tag0x7fe25463c680 reservednil callcc1573 ops0 sendinitialmetadata callcc1573 ops1 sendmessage ptr0x21f7a20 so a channel is created then a call is created and then we see grpc start to execute the operations for that call as far as i read it', 'on apache securechannelcreatecc178 grpcsecurechannelcreatecreds0x7fd5bc850f70 targetsecretmanagergoogleapiscom443 args0x7fd583065c50 reservednil initcc167 grpcinitvoid clientchannelcc1099 chand0x7fd5bca91bb8 creating clientchannel for channel stack 0x7fd5bca91b48 timermanagercc188 sleep for a 1001 milliseconds timermanagercc188 sleep for a 1001 milliseconds so we a channel is created and then nothing', 'no call no operations', 'so the python code is sitting there waiting for grpc to make this call which it never does']","python,django,apache,google-cloud-platform,google-secret-manager"
['php buildintegration tools do you use them'],"['after reading the modern php workflow article in the november 2008 edition of phparchitect magazine which discussed unit testing phpunit build tools phing and continuous integration xinc im inspired the learn more about some of the tooling available for php especially phing', 'in the past ive often handled deployment to a production server by running the live site as a subversion working copy and simply running an svn update on the production box to deploy the latest version of the code', 'do you use build tools for php code', 'what advantages you you believe they offer over deploying direct from subversion', 'what should i look out for or what gotchas might i face']","php,build,continuous-integration,phing,xinc"
['create sql server db from dataset'],"['i read xsd and xml file in dataset now i want create db from this dataset foreach datatable dt in temptables foreach datacolumn dc in dtcolumns example for one column sqlcommand createtable new sqlcommand create table dttablename dccolumnname varcharmax conn createtableexecutenonquery but i have some problem when i create db table i need column type and size from xsd in example use varcharmax', 'how to fix this', 'for example in xsd i have xsrestriction basexsstring xsmaxlength value36 xsminlength value1 xsrestriction or xsrestriction basexsstring xsmaxlength value40 xsrestriction or xsrestriction basexsdecimal xstotaldigits value19 xsfractiondigits value2 xsrestriction in the end i need script to create db tables with size of columns like in xsd upd maybe use xmlschemaset to parse xsd']","c#,sql,sql-server,xml,dataset"
['dft matrix in python'],"['whats the easiest way to get the dft matrix for 2d dft in python', 'i could not find such function in numpyfft', 'thanks']","python,numpy,scipy,fft,dft"
['template parse errors when overriding datatable component of primeng'],"['i want to override the template of the datatable component of primeng and this is how my code looks like mydatatablecomponentts import component oninit elementref renderer2 changedetectorref from angularcore import datatable domhandler from primengprimeng import objectutils from nodemodulesprimengcomponentsutilsobjectutils import columnheaders from nodemodulesprimengcomponentsdatatabledatatable component selector mydatatable templateurl mydatatablecomponenthtml styleurls mydatatablecomponentscss export class mydatatablecomponent extends datatable constructorel elementref domhandler domhandler renderer renderer2 changedetector changedetectorref objectutils objectutils superel domhandler renderer changedetector objectutils consolelogmydatatablecomponent mydatatablecomponenthtml this file has the same template as of the base component', 'idea was to first run and then make modifications div ngstylestyle classstyleclass stylewidthcontainerwidth ngclassuidatatable uiwidgettrueuidatatablereflowresponsiveuidatatablestackedstackeduidatatableresizableresizablecolumnsuidatatablescrollablescrollable div classuidatatableloading uiwidgetoverlay ngifloadingdiv div classuidatatableloadingcontent ngifloading i classfa facircleonotch faspin fa2xi div div classuidatatableheader uiwidgetheader ngifheader ngcontent selectpheaderngcontent div ppaginator rowsrows firstfirst totalrecordstotalrecords pagelinksizepagelinks styleclassuipaginatorbottom onpagechangepaginateevent rowsperpageoptionsrowsperpageoptions ngifpaginator paginatorpositionbottom paginatorposition bothppaginator div classuidatatabletablewrapper ngifscrollable table classtablestyleclass ngstyletablestyle thead classuidatatablethead tr ngifheadercolumngroup classuistatedefault pcolumnheaderscolumnstr ngtemplate ngifheadercolumngroup tr ngforlet headerrow of headercolumngrouprows classuistatedefault pcolumnheadersheaderrowcolumnstr ngtemplate thead tfoot ngifhasfooter classuidatatabletfoot tr ngiffootercolumngroup classuistatedefault pcolumnfooterscolumnstr ngtemplate ngiffootercolumngroup tr ngforlet footerrow of footercolumngrouprows classuistatedefault pcolumnfootersfooterrowcolumnstr ngtemplate tfoot tbody ngclassuidatatabledata uiwidgetcontent true uidatatablehoverablerows rowhoverselectionmode ptablebodycolumnstbody table div ngtemplate ngifscrollable div classuidatatablescrollablewrapper uihelperclearfix ngclassmaxheightscrollheight div ngiffrozencolumns pscrollableviewfrozencolumns frozentrue ngstylewidththisfrozenwidth classuidatatablescrollableview uidatatablefrozenviewdiv div pscrollableviewscrollablecolumns ngstylewidththisunfrozenwidth left thisfrozenwidth classuidatatablescrollableview virtualscrollvirtualscroll onvirtualscrollonvirtualscrollevent ngclassuidatatableunfrozenview frozencolumnsdiv div ngtemplate ppaginator rowsrows firstfirst totalrecordstotalrecords pagelinksizepagelinks styleclassuipaginatorbottom alwaysshowalwaysshowpaginator onpagechangepaginateevent rowsperpageoptionsrowsperpageoptions ngifpaginator paginatorpositiontop paginatorposition bothppaginator div classuidatatablefooter uiwidgetheader ngiffooter ngcontent selectpfooterngcontent div div classuicolumnresizerhelper uistatehighlight styledisplaynonediv span classfa faarrowdown uidatatablereorderindicatorup styleposition absolute display nonespan span classfa faarrowup uidatatablereorderindicatordown styleposition absolute display nonespan div also i have added this new component in the declarations array in the appmodulets file', 'so i know that it is being included which is the reason why i am getting a parse error', 'the errors which i encounter in the console is unhandled promise rejection template parse errors cant bind to pcolumnheaders since it isnt a known property of tr', 'assuidatatablethead tr ngifheadercolumngroup classuistatedefault error pcolumnheaderscolumnstr ngtemplate ngifheadercolumngroup ngappmodulecsxdatatablecomponenthtml1474 cant bind to pcolumnheaders since it isnt a known property of tr', ' tr ngforlet headerrow of headercolumngrouprows classuistatedefault error pcolumnheadersheaderrowcolumnstr ngtemplate thead ngappmodulecsxdatatablecomponenthtml16100 cant bind to pcolumnfooters since it isnt a known property of tr', 'assuidatatabletfoot tr ngiffootercolumngroup classuistatedefault error pcolumnfooterscolumnstr ngtemplate ngiffootercolumngroup ngappmodulecsxdatatablecomponenthtml2074 cant bind to pcolumnfooters since it isnt a known property of tr', ' tr ngforlet footerrow of footercolumngrouprows classuistatedefault error pcolumnfootersfooterrowcolumnstr ngtemplate tfoot ngappmodulecsxdatatablecomponenthtml22100 cant bind to ptablebody since it isnt a known property of tbody', 'datatabledata uiwidgetcontent true uidatatablehoverablerows rowhoverselectionmode error ptablebodycolumnstbody table div ngappmodulecsxdatatablecomponenthtml25137 cant bind to pscrollableview since it isnt a known property of div', 'helperclearfix ngclassmaxheightscrollheight div ngiffrozencolumns error pscrollableviewfrozencolumns frozentrue ngstylewidththisfrozenwid ngappmodulecsxdatatablecomponenthtml3141 cant bind to pscrollableview since it isnt a known property of div', 'ozenwidth classuidatatablescrollableview uidatatablefrozenviewdiv div error pscrollableviewscrollablecolumns ngstylewidththisunfrozenwidth left thisfrozenwidt ngappmodulecsxdatatablecomponenthtml3319 cant bind to virtualscroll since it isnt a known property of div', 'isunfrozenwidth left thisfrozenwidth classuidatatablescrollableview error virtualscrollvirtualscroll onvirtualscrollonvirtualscrollevent ngclas ngappmodulecsxdatatablecomponenthtml3455 zone root task promisethen pcolumnheaders pcolumnfooters are all components which are already exported via the datatablemodule', 'i am unable to figure out how to make these parsing errors go away i am sure i am missing something', 'any help is much appreciated', 'update this is how my appmodulets looks', 'i have the datatablemodule browsermodule and formsmodule imported', 'i am able to use the standard primeng datatable component on my views just not able to override it', 'appmodulets import browsermodule from angularplatformbrowser import browseranimationsmodule from angularplatformbrowseranimations import ngmodule from angularcore import formsmodule from angularforms import httpmodule from angularhttp prime ng import autocompletemodule panelmenumodule menuitem menubarmodule overlaypanelmodule tabviewmodule buttonmodule codehighlightermodule dropdownmodule dialogmodule multiselectmodule inputtextmodule tooltipmodule checkboxmodule splitbuttonmodule radiobuttonmodule messagesmodule confirmdialogmodule confirmationservice accordionmodule panelmodule fieldsetmodule calendarmodule datatablemodule menumodule breadcrumbmodule treemodule domhandler chartmodule from primengprimeng import objectutils from nodemodulesprimengcomponentsutilsobjectutils appspecific import windowref from windowref import routing from approuting import mydatatablecomponent from componentsmydatatablecomponent ngmodule declarations datatablecomponent chartsgraphscomponent csxdatatablecomponent imports browsermodule formsmodule httpmodule routing autocompletemodule browseranimationsmodule panelmenumodule menubarmodule overlaypanelmodule tabviewmodule buttonmodule codehighlightermodule dropdownmodule multiselectmodule dialogmodule inputtextmodule tooltipmodule checkboxmodule splitbuttonmodule radiobuttonmodule messagesmodule confirmdialogmodule accordionmodule panelmodule fieldsetmodule calendarmodule datatablemodule menumodule breadcrumbmodule treemodule chartmodule providers domhandler objectutils bootstrap appcomponent export class appmodule ']","angularjs,angularjs-directive,angular2-template,angular2-directives,primeng"
['how to define variables in springs xmls to use in log4jproperties'],"['kind of a puzzle here', 'i have an application in war', 'there are webxml and application contextxml in there and also there is log4jproperties', 'this war runs in tomcat', 'there is a possibility to use some variables in log4jproperties eg', 'log4jappenderfilefilecatalinabaselogsapplog i want to define a variable in webxml or contextxml and use it in log4jproperties', 'for example somehow set version11 and use log4jappenderfilefilecatalinabaselogsappversionlog', 'it should not be an environment variable', 'can i do it without recompiling the app', 'add shouldnt affect anything but just in case its webxml looks like this xml version10 encodingutf8 webapp xmlnsxsi xsischemalocation version25 xmlns spring listener listenerclassorgspringframeworkwebcontextcontextloaderlistenerlistenerclass listener contextparam paramnamecontextconfiglocationparamname paramvalueclasspathcontextxmlparamvalue contextparam log4j listener listenerclassorgspringframeworkwebutillog4jconfiglistenerlistenerclass listener contextparam paramnamelog4jconfiglocationparamname paramvalueclasspathlog4jpropertiesparamvalue contextparam contextparam paramnamelog4jrefreshintervalparamname paramvalue10000paramvalue contextparam contextparam paramnamelog4jexposewebapprootparamname paramvaluefalseparamvalue contextparam webapp']","java,xml,spring,tomcat,log4j"
['eclipse how to add a new mariadb connection'],"['how can i add a new mariadb connection to eclipse', 'i am using the data source explorer view however when i try to create a new database connection there are connections for mysql oracle informix but no for mariadb', 'can anyone help me']","mysql,eclipse,jdbc,database-connection,mariadb"
['issue with presenting uiimagepickercontroller in ios 7'],"['my application runs in only landscape mode ', 'so i know uiimagepickercontroller presents only in portrait mode so in ios 6 i had created a subclass of uiimagepickercontroller that forced uiimagepickercontroller to open in portrait mode interface nonrotatinguiimagepickercontroller uiimagepickercontroller end implementation nonrotatinguiimagepickercontroller boolshouldautorotate return no end presenting picker controller uiimagepickercontroller ipc nonrotatinguiimagepickercontroller allocinit ipcdelegate self self presentviewcontrolleripc animatedyes completionnil this worked fine in ios 6 but now in ios 7 my app does crash because of this 20131031 145601028 medad173160b terminating app due to uncaught exception uiapplicationinvalidinterfaceorientation reason supported orientations has no common orientation with the application and shouldautorotate is returning yes this problem could be solved if i check portrait in deployment info the problem is if i check this option my app does run in portrait too but i dont want it', 'how can i solve this issue']","ios,iphone,objective-c,xcode,ipad"
['make jcrop tracker not rotate when cropping a rotated image'],"['im trying to crop an image using jcrop but when i use jqueryrotate on the image something weird happens', 'i rotate the image 90 degress then i activate the jcrop the jcrop does not follow the image rotated so i also rotate the jcropholder', 'the resulting image is ok but when i select a section to crop i have noticed that my tracker is also rotated', 'when i drag it up it goes right when i drag it left it goes down', 'what happens then it goes how do i make the crop selection tool stay upright', 'my html div classimgcanvas stylebackgroundcolorcccccc img idimagecanv srcphp echo imagesource div my jquery rotatephotoclickfunction value 90 jcropapi imagecanvdatajcrop ifjcropapi null jcropapidestroy var h imgcanvasheight var w imgcanvaswidth imgcanvascsspositionfixed imgcanvascsswidthw imgcanvascssheighth imagecanvjcrop onselect showcoords2 onchange showcoords2 setselect 0 100 50 50 jcropapi imagecanvdatajcrop jcropapienable var h2 jcropholderheight var w2 jcropholderwidth ifh2 630 var tempp 630 h22 jcropholdercssmargintoptempp ifw2 630 var tempp 630 w22 jcropholdercssmarginlefttempp jcropholderrotatevalue imagecanvrotatevalue ']","jquery,image,rotation,crop,jcrop"
['how do you remove the deploymentconfig image streams etc using openshift oc'],"['after creating a new app using oc newapp locationnameofapp many things are created a deploymentconfig an imagestream a service etc', 'i know you can run oc delete label', 'i would like to know how to delete all of these given the label']","docker,openshift,redhat,kubernetes,openshift-origin"
